serial_no,h1_cd,h2_cd,h3_cd,td_desc,mark_id_char
87896475,3,307,30709,the mark consists of a slobbering running razorback hog.  pigs; hogs; boars; sows in the nature of pigs; swine    stylized pigs and boars,
87896576,"01,06","10,501,150,603","10,525,011,506,060,300","the mark consists of a fanciful graphic representation of an island with a cloud above it with the sun rising in the background.  sun, other representations of the sun    clouds; fog; advertising, skywriting    reefs (coral); islands; coral reefs",
87897186,"26,27","26,052,703","260,509,260,521,270,000","the mark consists of a stylized ""v"" design consisting of ten shaded squares. there are four smaller yellow squares at the top of the ""v"" followed by five squares that fade from light green to green and then one large dark green square at the bottom point of the ""v"".  triangles made of geometric figures, objects, humans, plants or animals    triangles that are completely or partially shaded    geometric figures forming letters, numerals or punctuation",
87897274,26,"26,112,617","261,121,261,125,261,000","the mark consists of a stylized wave with a dark green upper band and a larger light green lower band wherein the crest of the wave is at the left and the wave decreases in height to the right and the dark green upper band narrows from left to right.  rectangles that are completely or partially shaded    rectangles with one or more curved sides    bars, wavy; lines, wavy; bands, wavy; wavy line(s), band(s) or bar(s)",
87897280,1,115,11513,"the mark consists of a stylized wave with a dark green upper band and a larger light green lower band wherein the crest of the wave is at the right and the wave decreases in height to the left and the dark green upper band narrows from right to left.  ripple (single wave); waves, single",
87897551,"05,26","50,305,132,601","50,309,051,305,260,100","the mark consists of a pine cone and a tree branch in white against a green circle background.  needles, branches with needles    pine cones    circles that are totally or partially shaded.",
87897947,"08,26","8,032,601","80,302,260,130","the mark consists of a three-dimensional configuration of a lollipop candy consisting of three identical and equally distant circles within a single large circle with the backside having a hollow shape with a single bean like shape in the middle. the lollipop stick appearing in dotted lines is not a part of the mark and serves only to show the position of the mark.  suckers, candy; lollipops; candy on a stick, such as suckers    four circles; circles, exactly four circles",
87898205,"02,16,24,26","211,160,324,172,617","21,101,021,106,021,100,000,000,000,000,000,000,000,000","the mark consists of four emojis rendered in a square arrangement.  hearts excluding hearts as carriers or depicted on playing cards    toupees; mustaches; human hair, locks of hair, wigs, beards, mustaches; wigs; hair extensions; beards; hair    human hands, fingers, arms; fingers; hands; arms    smiley faces; faces, smiley    sunglasses; spectacles; safety goggles; goggles; glasses, safety; glasses, eye; frames, eyeglass; eyeglasses    emoticons (icons expressing emotions)    lines, curved; curved line(s), band(s) or bar(s); bars, curved; bands, curved",
87898262,"03,11","3,151,103","31,503,031,524,110,300",the mark consists of a design of a rooster with one foot atop a shot glass.  chickens; chicks; hens; roosters    stylized birds    glasses without stems,
87898479,"24,26","24,152,609","241,504,241,510,260,000,000,000,000,000","the mark consists of two orange squares in the upper right and lower left corners, and two gray squares in the upper left and bottom right corners, arranged in a square pattern. a four-directional arrow design is formed by the negative space in between the squares together with gray triangular lines that connect each set of adjacent squares at the tops of the squares.  the color white is not claimed as a feature of the mark and only represents background.  arrowheads    more than one arrow; arrows, more than one    squares made of geometric figures, objects, humans, plants or animals    three or more squares; squares, three or more    squares that are completely or partially shaded",
87898488,"24,26","24,152,609","241,504,241,510,260,000,000,000,000,000","the mark consists of two orange squares in the upper right and lower left corners, and two gray squares in the upper left and bottom right corners, arranged in a square pattern. a four-directional arrow design is formed by the negative space in between the squares together with gray triangular lines that connect each set of adjacent squares at the tops of the squares.  the color white is not claimed as a feature of the mark and only represents background.  arrowheads    more than one arrow; arrows, more than one    squares made of geometric figures, objects, humans, plants or animals    three or more squares; squares, three or more    squares that are completely or partially shaded",
87898494,"24,26","24,152,609","241,504,241,510,260,000,000,000,000,000","the mark consists of two orange squares in the upper right and lower left corners, and two gray squares in the upper left and bottom right corners, arranged in a square pattern. a four-directional arrow design is formed by the negative space in between the squares together with gray triangular lines that connect each set of adjacent squares at the tops of the squares.  the color white is not claimed as a feature of the mark and only represents background.  arrowheads    more than one arrow; arrows, more than one    squares made of geometric figures, objects, humans, plants or animals    three or more squares; squares, three or more    squares that are completely or partially shaded",
87898503,"24,26","24,152,609","241,504,241,510,260,000,000,000,000,000","the mark consists of two orange squares in the upper right and lower left corners, and two gray squares in the upper left and bottom right corners, arranged in a square pattern. a four-directional arrow design is formed by the negative space in between the squares together with gray triangular lines that connect each set of adjacent squares at the tops of the squares.  the color white is not claimed as a feature of the mark and only represents background.  arrowheads    more than one arrow; arrows, more than one    squares made of geometric figures, objects, humans, plants or animals    three or more squares; squares, three or more    squares that are completely or partially shaded",
87899610,"05,11","5,071,103","50,703,110,303",the mark consists of the stylized design of a coffee bean appearing within a stylized coffee cup.  coffee beans    coffee cups,
87900820,"03,08,11,26","319,081,311,032,609","31,925,081,301,110,300,000,000","the mark consists of a black background with a tan bowl made out of a noodle and a white fish with black and gray scales in the bowl.  stylized small fish, such as common fish and seahorses    fish (common fish or not categorized elsewhere); tuna; salmon; piranhas; goldfish; eels; clown fish; catfish; angelfish; bass fish    macaroni; noodles; pasta; spaghetti    sugar bowls, filled; bowl (filled); soup bowls, filled    squares that are completely or partially shaded",
87902556,"15,26","150,726,012,617","150,701,260,106,261,000","the mark consists of a three-dimensional configuration portion of a disc shape, wherein outer bottom edges are stylized to mimic the undulations of a gear, with trapezoidal shaped undulations; wherein an opposing inner top edge is curved as a semi-circle; wherein a broken line depicts the inner top edge that indicates placement of the mark on a d-ring and wherein this broken line is not part of the mark.  gears; cog wheels    semi-circles; circles, semi    lines, curved; curved line(s), band(s) or bar(s); bars, curved; bands, curved",
87902609,"15,26","15,072,601","150,701,260,105","the mark consists of a three-dimensional configuration of an outer edge of a disc, wherein the outer edge is stylized to mimic undulations of a gear, with trapezoidal shaped undulations; wherein broken lines depicting an inner circular edge that indicates placement of the mark around a bolt of a d-ring and wherein these broken lines are not part of the mark.  gears; cog wheels    circles made of broken or dotted lines",
87903838,18,"18,071,811","180,703,180,725,181,000","the mark consists of the hull of a ship viewed from the bow end.  junks, chinese (boats); viking boats, ancient sailing vessels, chinese junks, boats with single square sail    houseboats; noah's ark; personal watercraft; rafts; watercraft, personal    pedals (vehicular); battery carrier trays for automobiles; lights, bicycle; lights, auto; license plates; kick stands (bicycle); jacks (vehicle); horns (vehicular); hitches, (trailers); head lights, vehicle; grills (automobile); gear shifts, vehicle; clutches, vehicles; car seats, baby; brakes (automobile); belts, safety, vehicle; porthole; racks, (automobile); radiators, vehicle; sails; seat belts, vehicle; stick shifts (automobile); windshields (vehicular); mirrors, vehicle",
87904722,"03,21","3,012,103","30,107,210,301","the mark consists of a silhouette of a labrador retriever dog wearing a collar in a playful stance with a tennis ball in the bottom left.  dogs rendered only as outlines, shadows, or silhouettes; silhouettes of dogs    puppies; dogs    lottery balls; bingo balls; billiard balls; beach balls; paddle balls; balls including playground balls, beach balls, billiard balls, tennis balls, bingo balls and lottery balls; table tennis balls; tennis balls; playground balls",
87905656,"05,26","5,032,611","50,308,261,102","the mark consists of an image of foliage coming from the lower left corner with leaves extending towards the side and upward.  more than one leaf, including scattered leaves, bunches of leaves not attached to branches    plain single line rectangles; rectangles (single line)",
87905724,"05,26","5,032,611","50,308,261,102","the mark consists of an image of foliage coming from the upper right corner with leaves extending towards the side and downward. two flowers are shown coming out from under the foliage in the upper right of the image.  more than one leaf, including scattered leaves, bunches of leaves not attached to branches    plain single line rectangles; rectangles (single line)",
87905752,"01,26","11,526,092,617","11,524,260,902,261,700,000,000","the mark consists of a vertical bar having three arcs positioned above the vertical bar to represent an emitted signal, the arcs gradually increasing in size from bottom to top, the vertical bar and the arcs enclosed within a box.  sound waves, including designs depicting sound    squares, plain single line; plain single line squares    lines, straight; straight line(s), band(s) or bar(s); bars, straight; bands, straight    vertical line(s), band(s) or bar(s); lines, vertical; bars, vertical; bands, vertical",
87907602,"01,04,09,11,19","10,301,150,401,090,100,000,000","10,304,011,506,040,100,000,000,000,000,000,000","the mark consists of a cherub carrying a barrel with its left arm and holding a glass with its right hand, its right arm being extended upwards, in front of a cloud like figure and a sky with stars all in blue and white. the cherub appears between two sets of two horizontally positioned thin ropes in grey and blue and is positioned much closer to the bottom set than to the upper set.  galaxies; sky, starry; starry sky    fog; clouds; advertising, skywriting    cupids; halos on animals or humans; winged personages; cherubs; angels    tightropes; string; shoe laces; rope; clotheslines; braids    glasses without stems    drums (barrels); barrels",
87907753,26,2605,"260,509,260,514,260,000,000,000,000,000","the mark consists of three curved triangular shapes in purple, light green and blue gray.  triangles made of geometric figures, objects, humans, plants or animals    triangles,  exactly three triangles; three triangles    triangles touching or intersecting    triangles that are completely or partially shaded    triangles with one or more curved sides",
87908220,26,"26,132,615","261,314,261,316,261,000,000,000,000,000,000,000,000,000","the mark consists of a polygon design made up of geometric shapes.  three or more quadrilaterals; quadrilateral (three or more quadrilaterals)    quadrilaterals touching or intersecting    polygons (plain, single line); plain single or multiple line polygons    polygons with a decorative border, including scalloped, ruffled and zig-zag edges    polygons made of geometric figures, objects, humans, plants or animals    polygons with bars, bands and lines    polygons inside one another",
87909271,"01,03","1,070,301","10,701,030,114,030,100","the mark consists of a stylized polar bear running while holding a globe depicting the continents of africa, europe, and asia.  globes with outlines of continents    koalas; koala bears; bears other than pandas or teddy bears; black bears; polar bears; grizzly bears    stylized bears, excluding panda bears    costumed bears and those with human attributes",
87909472,"24,26","241,524,172,617","241,504,241,715,261,000",the mark consists of a thick right-facing arrow design appearing to the left of a checkmark and inverted checkmark arranged on top of each other.  arrowheads    check marks    chevrons; angles (geometric),
87910054,"24,26","24,152,615","241,504,261,528",the mark consists of an image of an outline of a miscellaneous shape with eight sides that appears as a highly stylized arrowhead pointing towards the right.  arrowheads    miscellaneous designs with overall polygon shape; polygonal shapes (miscellaneous overall shape),
87910220,"09,19","90,109,091,907","90,101,090,905,190,700","the mark consists of the placement of a zipper is positioned along the center of the longer face of a rectangular three-dimensional configuration of a cosmetic bag. connected to the bag by a clasp and a hook is a tassel.  yarn; wool; thread; fringes, yarn/thread    zippers (textile or clothing)    tea bag; sachet bags; money bags; laundry bags; bags, laundry",
87912208,"05,06,26","50,106,012,601","50,101,050,110,060,100,000,000","the mark consists of three concentric circles where the outer circle is black, the middle circle is light blue, and the inner circle is white. in the inner circle appears the design of a mountain above trees. the mountain appears in light blue with white shaded areas representing snow. below the mountain appears trees in black on a blue background.  the color white outside the circles represents background and is not claimed as a feature of the mark.  pine tree; evergreens and other trees or bushes of triangular or conical shape    thicket; more than one tree or bush; thicket; group of trees    scenery with mountains; mountains (landscapes)    three or more concentric circles; concentric circles, three or more; circles, three or more concentric",
87912262,"16,19,24","160,119,072,419","160,103,160,104,160,000,000,000,000,000","the mark consists of the trade dress of a carryout food container comprising a portable stereo comprised of four speakers, an input jack, an output jack, a volume control, two tape cassette decks and controls, level meters, an am/fm radio and corresponding dials, all of the foregoing appearing in the colors black, white, and grey. the rectangular shape of the container has been dotted out and is not claimed as a feature of the mark.  projection screens (television); radios; remote controls, television; screens, projection; screens, television; television sets; cb radios    tape players, audio and video; stereo receivers, tuners, amplifiers, speakers; speakers, audio; sound amplifiers; recorders, video; recorders, tape; tape recorders, audio and video; telephone answering machines; tuners, stereo; turntables; video cassette recorders; video disc players; video recorders; record players; amplifiers, sound; answering machines, telephone; dictating machines; dvd players; loudspeakers; phonographs; receivers, stereo    video recording tapes; tapes, video recording; tapes, audio recording; recording tapes; computer game cartridges; cassettes, sound and video recording    boxes, bread; recipe boxes; boxes, jewelry; boxes, take out food; boxes, tissue    playback control button symbols; play, pause, forward, reverse, rewind, stop, repeat, shuffle, and eject symbols used in media player devices",
87913181,24,2415,241504,the mark consists of a fanciful design consisting of three elements resembling an arrowhead.  arrowheads,
87913563,"02,26","2,012,601","20,101,020,131,260,100","the mark consists of a cartoon of an unhappy face including an eyebrow, two eyes, and a downturned mouth. the matter shown in broken lines is not part of the mark and serves only to show the position or placement of the mark.  portraiture of men facing forward; men heads, portraiture, or busts facing forward; heads of men facing forward; busts of men facing forward    men, stylized, including men depicted in caricature form    plain single line circles; circles, plain single line",
87913913,"02,24","20,302,112,417","20,302,021,114,241,700","the mark consists of a silhouette of a woman posing with peace hands.  silhouettes of women; women depicted as shadows or silhouettes of women    ok gesture; thumbs up or thumbs down (gesture); handshake (gesture); hands and fingers forming the following: handshake, finger pointing, fingers walking, ok sign, and thumbs up or thumbs down; gestures (ok, thumbs up, thumbs down, fingers walking, handshake, finger pointing); fingers walking (gesture); finger pointing (gesture)    peace symbol",
87914014,2,"2,030,211","20,302,021,101",the mark consists of a silhouette of a woman posing with heart hands.  women depicted as shadows or silhouettes of women; silhouettes of women    hearts excluding hearts as carriers or depicted on playing cards,
87916279,"07,18","7,011,803","70,104,070,106,180,300","the mark consists of a stylized image of a house sitting inside a wagon with a handle. the wagon consists of the wagon body, wheels, and handle. each of the two wheels are made up of concentric circles. the house portion of the logo consists of the walls, chimney, roof, and smoke. the walls are a negative space cutout, with 2 quadrilaterals representing a window and a door. the chimney is a vertical bar with a right edge extending from the wagon body to the roof, and a three-sided shape with a top-right edge in the roof portion. the roof is a large area containing the the upper chimney, and features a negative cutout, representing smoke from the chimney. there is a shape on the right, representing the eave of the backside of the roof.  detached house    other houses    wagons, children's; dollies",
87916399,12,1201,120125,"the mark consists of a three-dimensional configuration of an upper portion of a luggage cart having four posts, wherein each of the four posts converges inwardly to join the four posts together at a central position between the posts. the broken lines depicting a finial, hangar bar, and lower portion of the luggage cart indicate placement of the mark on the goods and are not part of the mark.  wine rack; carts, serving; vanities; spice racks; serving carts; screens, room divider; room dividers; racks, magazine; racks,  (wall mounted); playpens; pens, play; mantels (fireplace); magazine racks; lockers, wall; lockers; lecterns; etageres (shelves); dividers, room; vanities (bedroom)",
87916415,"03,20,26","31,720,032,609","31,706,200,306,260,900","the mark consists of an image of an upper portion of a luggage cart having four posts and within a square-shaped border, wherein each of the four posts converges inwardly to join the four posts together at a central position between the posts.  bird houses, cages, and feeders; cages for birds; feeders for birds; houses for birds    tags (paper); labels; identification tags; hang tags; address labels    squares inside one another",
87918703,"07,21,26","71,121,032,601,260,500,000,000","71,111,210,324,260,100,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000","the mark consists of a triangular shape with a parallelogram removed from the upper and right portion of the triangular shape, having a first triangular peak and a second triangular peak located on the bottom and right side of the first triangular peak, a sloped s-like curved path extending from the left bottom of the triangular shape to the upper middle and right side of the first triangular peak, having a cursor within the first triangular peak located on upper and right side of the s-like curved path and semi-surrounded by the s-like curved path, having an edge thickness extending around the triangular shape, and having a short horizontal bar in a quadrilateral shape and a long horizontal bar in a quadrilateral shape in parallel disposed on two sides of the lower portion of the s-like curved path, and having a middle horizontal bar in a quadrilateral shape right above the long bar, each of the short bar, the middle bar and the long bar having an edge conforming to the s-like curved path and two edges parallel to the bottom of the triangular shape and an edge parallel to the side edge of the triangular shape.  streets without lines or dividers; roads without lines or dividers; intersections (roads) without lines or dividers; highways without lines or dividers    targets with crosshairs; targets with alignment guides    circles with bars, bands and lines    circles that are totally or partially shaded.    two triangles; triangles,  exactly two triangles    triangles touching or intersecting    triangles that are completely or partially shaded    two quadrilaterals; quadrilateral (two quadrilaterals)    quadrilaterals that are completely or partially shaded    straight line(s), band(s) or bar(s); bands, straight; bars, straight; lines, straight    wavy line(s), band(s) or bar(s); lines, wavy; bars, wavy; bands, wavy    vertical line(s), band(s) or bar(s); lines, vertical; bands, vertical; bars, vertical    bars, horizontal; lines, horizontal; horizontal line(s), band(s) or bar(s); bands, horizontal",
87919426,"02,26","2,112,601","21,101,260,121",the mark consists of of a stylized heart with a small dot above it.  hearts excluding hearts as carriers or depicted on playing cards    circles that are totally or partially shaded.,
87920771,26,2601,"260,112,260,121","the mark consists of a circle separated into three segments by two parallel diagonal stripes.  circles with bars, bands and lines    circles that are totally or partially shaded.",
87921290,"03,09,26","32,309,032,615","32,307,090,309,261,500,000,000",the mark consists of a three-dimensional configuration of a design feature used on socks. the design is a repeating hexagonal pattern that encircles the arch portion of the sock. the matter shown in dotted lines is not a part of the mark and serves only to show the position or placement of the mark on the goods.  beehives; honeycombs    socks; stockings; tights; panty hose; garter belts; leg warmers; hosiery    more than one polygon    polygons touching or intersecting,
87921834,"14,24,26","1,411,240,126,112,610","141,108,240,102,261,000,000,000","the mark consists of a shield with a keyhole in the center and two curved lines beneath, each with an oval on the right side.  padlocks; locks, combination; locks and key holes; padlocks; combination locks; locks    shields or crests with figurative elements contained therein or superimposed thereon    oblongs not used as carriers for words, letters or designs    lines, curved; curved line(s), band(s) or bar(s); bars, curved; bands, curved",
87922752,9,903,"90,302,090,316","the mark consists of back pockets arranged with the primary vertex of each pocket positioned to the right, facing the same direction.  trousers; sweatpants; coveralls; exercise clothes, shorts; gym shorts; jeans; knickers; overalls; overalls; slacks; shorts; pants    pockets, clothing with embroidery or stitching; sleeves (clothing); stitching on clothing pockets; waistband (clothing); cuffs (clothing); embroidery on clothing pockets; pockets; collars (clothing)",
87922795,26,2617,"261,701,261,704,261,000","the mark consists of the design of a stylized letter ""c"" comprised of three curved lines with four vertical bands protruding from the top and the bottom of design.  straight line(s), band(s) or bar(s); lines, straight; bars, straight; bands, straight    vertical line(s), band(s) or bar(s); lines, vertical; bands, vertical; bars, vertical    lines, curved; bars, curved; curved line(s), band(s) or bar(s); bands, curved",
87923222,"07,26","701,070,507,072,617","70,104,070,106,070,500,000,000,000,000,000,000","the mark consists of a stylized estate house design with arch style windows and a grand staircase in its main entrance.  detached house    other houses    staircases; escalators; elevators    windows; skylights    straight line(s), band(s) or bar(s); bands, straight; bars, straight; lines, straight    bars, horizontal; horizontal line(s), band(s) or bar(s); lines, horizontal; bands, horizontal",
87923898,"26,28","26,112,801","261,120,261,121,280,000","the mark consists of white korean characters that transliterate to ""dae chun ghym"", and translate in english to ""dae chun dried seaweed"", located inside a red box with a white border inside a black border.  rectangles inside one another    rectangles that are completely or partially shaded    chinese characters; japanese and chinese characters; japanese characters",
87924159,26,"26,012,617","260,121,260,131,261,000,000,000,000,000","the mark consists of a design consisting of two horizontally oriented curved shapes which are broad at the center and tapered on either end, one on each side of a vertical bar having outwardly curved edges at the top and bottom, and which is narrower at the bottom than at the top, shown with eleven shaded circles of differing sizes.  circles that are totally or partially shaded.    five or more circles; circles five or more    straight line(s), band(s) or bar(s); lines, straight; bars, straight; bands, straight    vertical line(s), band(s) or bar(s); bands, vertical; bars, vertical; lines, vertical    bars, curved; curved line(s), band(s) or bar(s); lines, curved; bands, curved",
87925171,"24,26","24,132,611","241,301,261,114,261,000","the mark consists of a rectangular shape with an outside border on the left side which has an inner border immediately inside of the outside border, and situated inside the rectangular shape are two, large crosses, with forked tips, side by side and parallel to each other, with two vertical narrow rectangles on both sides of each cross situated below the horizontal portion of each cross, with the narrow rectangles on the outside sides of the crosses closest to the border being slightly longer than the narrow rectangles on the inside sides of the crosses closest to the center of the rectangular shape.  latin cross (shorter horizontal lines); cross, latin (shorter horizontal lines)    three or more rectangles; rectangles (three or more rectangles)    rectangles that are completely or partially shaded",
87926336,"24,26","24,152,615","241,502,261,520,261,000",the mark consists of a stylized octagon with a bent upwards pointing arrow in the middle.  arrows forming any other geometric figure    polygons inside one another    polygons that are completely or partially shaded,
87926644,"02,09,16","21,109,051,603","21,106,090,502,160,300","the mark consists of a top hat with rim and band, eyeglass frames and moustache.  wigs; toupees; mustaches; human hair, locks of hair, wigs, beards, mustaches; hair extensions; hair; beards    top hats    sunglasses; spectacles; safety goggles; goggles; glasses, safety; glasses, eye; frames, eyeglass; eyeglasses",
87927082,"02,26","20,102,112,601","20,101,021,116,260,100,000,000,000,000","the mark consists of two dots centrally located and encircled by three stylized arcs that thicken clockwise, creating the impression of a smiling face. the lower arc constitutes the smile while the other two arcs complete the rest of the head.  portraiture of men facing forward; men heads, portraiture, or busts facing forward; heads of men facing forward; busts of men facing forward    smiley faces; faces, smiley    circles made of broken or dotted lines    two circles; circles, two (not concentric)    circles that are totally or partially shaded.",
87929676,3,"3,010,317","30,107,030,108,030,100,000,000","the mark consists of a stylized dachshund dog with angel wings.  silhouettes of dogs; dogs rendered only as outlines, shadows, or silhouettes    dogs; puppies    costumed felines and those with human attributes, including cats of all sizes    wings of birds, shown alone or as part of something other than associated animal; bird wings shown alone or as part of something other than associated animal",
87930672,26,"26,012,617","260,101,261,702,261,000","the mark consists of a single-lined circle with three identical lines in the shape of waveforms contained within the circle.  circles as carriers or as single line borders    lines, wavy; bars, wavy; wavy line(s), band(s) or bar(s); bands, wavy    lines, horizontal; horizontal line(s), band(s) or bar(s); bars, horizontal; bands, horizontal",
87932106,3,315,"31,524,031,525","the mark consists of a red bird design with no feet, in profile, looking to the right.  stylized birds    cardinals; crows; woodpeckers; other birds not categorized elsewhere; ravens; robins; blackbirds; jays",
87932138,"24,26","2,411,260,526,072,610","241,102,260,502,260,000,000,000,000,000,000,000,000,000","the mark consists of a stylized design of a crown appearing upside down.  crowns open at the top    triangles, plain single line; plain single line triangles    triangles four or more; four or more triangles    triangles touching or intersecting    diamonds with plain single line border; diamonds with plain multiple line border    rectangles (single line); plain single line rectangles    rectangles divided twice into three sections",
87932924,26,2607,260715,"the mark consists of a three-dimensional configuration comprising a continuous pattern of diamonds applied to the surface of pool coping. the dotted or broken lines are to show placement of the mark and are not a feature of the mark.  diamonds, four or more diamonds; four or more diamonds",
87933286,"01,07,26","11,507,152,601","11,503,071,505,260,100","the mark consists of the design of a flame emanating from sticks placed within a circle; the flame stick and circle elements are shaded or solid.  flames, other than flames emanating from objects, words, numbers, fireplaces or candles; fire (flames), other than emanating from objects, words, numbers, fireplaces or candles    logs; firewood (cut logs)    incomplete circles (more than semi-circles); circles, incomplete (more than semi-circles)",
87933371,26,2619,261925,"the mark consists of a design depicting a 3d shape formed by three intersecting perpendicular rectangles with rounded edges having a shared midpoint.  geometric solids other than spheres, cylinders, cones, cube, prisms or pyramids",
87933770,28,2801,280103,"the mark consists of chinese letters that transliterate to ""shan qing yi liao zhong xin"" .  japanese characters; japanese and chinese characters; chinese characters",
87934031,28,2801,280103,the mark consists of two chinese characters.  japanese characters; japanese and chinese characters; chinese characters,
87934036,28,2801,280103,the mark consists of two chinese characters.  japanese characters; japanese and chinese characters; chinese characters,
87934043,28,2801,280103,the mark consists of two chinese characters.  japanese characters; japanese and chinese characters; chinese characters,
87934280,"24,26,28","240,526,092,801","240,502,260,901,280,000",the mark consists of four chinese characters that form a square seal pattern.  seals having some other shape    squares as carriers or squares as single or multiple line borders    chinese characters; japanese and chinese characters; japanese characters,
87934290,"24,26,28","240,526,092,801","240,502,260,901,280,000",the mark consists of four chinese characters that forms a square seal pattern.  seals having some other shape    squares as carriers or squares as single or multiple line borders    chinese characters; japanese and chinese characters; japanese characters,
87934547,"01,24","1,012,415","10,104,241,504","the mark consists of the star of life with two of its six points coming together to form a forward arrowhead pointing to the right shown in blue and the remaining four points shown in orange. the colors black, white, and/or gray represent background, outlining, shading and/or transparent areas and are not part of the mark.  star a single star with six points    arrowheads",
87934634,"07,14","7,011,411","70,106,141,108","the mark consists of a house with a keyhole inside.  other houses    locks; locks and key holes; padlocks; combination locks; padlocks; locks, combination",
87936105,26,"26,012,617","260,121,261,709","the mark consists of a circle enclosed between two arrow-like lines.  circles that are totally or partially shaded.    bands, curved; bars, curved; lines, curved; curved line(s), band(s) or bar(s)",
87936620,28,2801,"280,103,280,125","the mark consists of two asian characters.  japanese characters; chinese characters; japanese and chinese characters    inscriptions in other non-latin characters, including hieroglyphic characters; inscriptions in other non-latin characters; hieroglyphic characters",
87936812,"01,26","1,152,617","11,502,261,701,261,700","the mark consists of a continuous diagonal line that begins at the upper left hand corner and ends in the lower right hand corner after making several turns of various lengths.  lightning; sparks (jagged lines); electricity    lines, straight; straight line(s), band(s) or bar(s); bars, straight; bands, straight    lines, diagonal; diagonal line(s), band(s) or bar(s); bars, diagonal; bands, diagonal",
87936850,"23,24","23,012,415","230,103,241,502,241,000","the mark consists of a drawing of a bow positioned horizontally with the bow string at the bottom and three crossed arrows with the arrow heads pointing upwards.  crossbows; bows, archery; archery bows    arrows forming any other geometric figure    more than one arrow; arrows, more than one",
87936943,26,2609,"260,914,260,921","the mark consists of a 3x3 matrix of squares. the top row has a red, pink, and purple square from left to right. the middle row has 3 blue squares. the bottom row has a yellow, a gold, and a peach square from left to right.  three or more squares; squares, three or more    squares that are completely or partially shaded",
87937526,"18,19","18,111,909","181,125,190,903","the mark consists of a three-dimensional configuration of an alcohol bottle with a license plate style label in a rectangular shape with four oval-shaped holes, one hole near each corner, wrapped at an angle around the bottle in a free form position with the upper left hand corner near the top of the bottle and the lower right hand corner near the bottom. the broken lines depicting the bottle indicate placement of the mark on the goods and are not part of the mark.  windshields (vehicular); stick shifts (automobile); battery carrier trays for automobiles; belts, safety, vehicle; seat belts, vehicle; sails; radiators, vehicle; racks, (automobile); porthole; pedals (vehicular); mirrors, vehicle; lights, bicycle; lights, auto; license plates; kick stands (bicycle); jacks (vehicle); horns (vehicular); hitches, (trailers); head lights, vehicle; grills (automobile); gear shifts, vehicle; clutches, vehicles; car seats, baby; brakes (automobile)    flasks with straight or vertical sides; jars with straight or vertical sides; bottles, jars or flasks with straight, vertical sides",
87938255,"03,23,24","3,130,315,031,723,050,000","31,303,031,524,031,500,000,000,000,000,000,000","the mark consists of a stylized helm featuring two stylized animal horns flanked by the stylized silhouettes of two ravens facing opposite directions.  horns shown alone or as part of something other than associated animal; antlers shown alone or as part of something other than associated animal    stylized birds    jays; crows; cardinals; blackbirds; other birds not categorized elsewhere; woodpeckers; robins; ravens    wings of birds, shown alone or as part of something other than associated animal; bird wings shown alone or as part of something other than associated animal    helmets, armor    mercury's helmet (winged helmet); helmet, mercury's (winged helmet)",
87939492,26,"26,152,619","261,528,261,925","the mark consists of a three-dimensional configuration of product packaging consisting of a hexagon box positioned vertically upright, having six sides connected by a top and bottom each in the shape of a hexagon. the top of the box is formed by a recessed lid in the shape of a hexagon. the broken lines depict two rounded, semi-circle cut outs in the lid and indicate placement of the mark on the goods and are not part of the mark. the front of the box contains a rectangle cut out on two sides of the hexagon and indicate placement of the mark on the goods and are not part of the mark.  polygonal shapes (miscellaneous overall shape); miscellaneous designs with overall polygon shape    geometric solids other than spheres, cylinders, cones, cube, prisms or pyramids",
87939675,"25,26","2,503,260,526,132,610","250,301,260,521,261,000,000,000","the mark consists of a quadrilateral with a dark triangle at the top, a checkerboard pattern at the bottom with lines extending from it.  checkerboard patterns; checker board pattern    triangles that are completely or partially shaded    quadrilaterals that are completely or partially shaded    lines, curved; curved line(s), band(s) or bar(s); bars, curved; bands, curved",
87939994,"10,24,26","1,007,241,326,012,610","100,704,241,302,260,000,000,000","the mark consists of a circle containing two stylized bandages forming the shape of a stylized cross.  slings (orthopedic); bandages    greek cross (equal sized lines); cross, greek (equal sides)    plain single line circles; circles, plain single line    rectangles that are completely or partially shaded",
87940248,"02,21","2,112,103","21,101,210,302","the mark consists of a stylized design of a racket for table tennis, with the paddle portion, on top, in red, except for a white circular area depicting a table tennis ball, and mostly heart shaped, with a space below, and, below that space, a light brown handle.  hearts excluding hearts as carriers or depicted on playing cards    badminton rackets; rackets; paddles, sports; tennis rackets; table tennis paddles",
87941075,"03,26","31,726,012,605","31,701,260,106,260,100,000,000,000,000","the mark consists of set of wings created by overlapping triangular shapes.  bird wings shown alone or as part of something other than associated animal; wings of birds, shown alone or as part of something other than associated animal    semi-circles; circles, semi    circles having plants as a border; geometric figures, objects, humans, plants or animals forming or bordering the perimeter of a circle.; circles having objects as a border; circles having animals as a border; circles having geometric figures as a border; circles having humans as a border    triangles four or more; four or more triangles    triangles touching or intersecting",
